Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H3,2011,2011,2011,6,1,0,M,97,EU-28,EUR,404,Kenya,KEN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,1789,-1,N/A,0,1789,,139,139.17,,0
H3,2011,2011,2011,6,1,0,M,97,EU-28,EUR,516,Namibia,NAM,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,17,-1,N/A,0,17,,1,1.392,,0
H3,2011,2011,2011,6,1,0,M,97,EU-28,EUR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,1950072139,-1,N/A,0,1950072139,,151671256,151671256.418,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,152,Chile,CHL,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,1265,8,kg,1265,1265,,3797,3797.142,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,608,Philippines,PHL,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,470,8,kg,470,470,,23,23.138,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,682,Saudi Arabia,SAU,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,115,8,kg,115,115,,317,317.5,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,422,Lebanon,LBN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,34382800,8,kg,34382800,34382800,,2112634,2112634.077,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,249254886,8,kg,249254886,249254886,,28072797,28072797.397,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,364,Iran,IRN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,140,8,kg,140,140,,275,275.081,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,498,Rep. of Moldova,MDA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,320,8,kg,320,320,,29,29.565,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,686,Senegal,SEN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,53,8,kg,53,53,,964,964.068,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,12,Algeria,DZA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,390,8,kg,390,390,,34,34.706,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,512,Oman,OMN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,275,8,kg,275,275,,817,817.53,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,862,Venezuela,VEN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,149356000,8,kg,149356000,149356000,,19311369,19311369.742,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,591,Panama,PAN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,1118,8,kg,1118,1118,,3583,3583.762,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,268,Georgia,GEO,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,138,8,kg,138,138,,71,71.984,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,24,Angola,AGO,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,98,8,kg,98,98,,128,128.542,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,174,Comoros,COM,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,780,8,kg,780,780,,1556,1556.648,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,30644470,8,kg,30644470,30644470,,3310260,3310260.982,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,93,8,kg,93,93,,457,457.611,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,804,Ukraine,UKR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,34,8,kg,34,34,,637,637.57,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,189827000,8,kg,189827000,189827000,,12694139,12694139.75,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,3873191,8,kg,3873191,3873191,,928419,928419.286,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,8290,8,kg,8290,8290,,906,906.224,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,5200,8,kg,5200,5200,,273,273.795,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,191,Croatia,HRV,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,206042000,8,kg,206042000,206042000,,11587645,11587645.545,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,604,Peru,PER,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,1000,8,kg,1000,1000,,2453,2453.874,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,20687,8,kg,20687,20687,,8707,8707.462,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,6017,8,kg,6017,6017,,2405,2405.028,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,643,Russian Federation,RUS,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,10848,8,kg,10848,10848,,2113,2113.237,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,3218,8,kg,3218,3218,,1286,1286.709,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,482515511,8,kg,482515511,482515511,,28680504,28680504.698,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,14285009,8,kg,14285009,14285009,,5214398,5214398.012,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,398,Kazakhstan,KAZ,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,15,8,kg,15,15,,5,5.142,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,788,Tunisia,TUN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,15,8,kg,15,15,,89,89.98,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,414,Kuwait,KWT,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,8,8,kg,8,8,,24,24.423,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,504,Morocco,MAR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,180,-1,N/A,0,180,,307,307.216,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,1360248584,-1,N/A,0,,,111944009,111944009.439,,0
H4,2012,2012,2012,6,1,0,M,97,EU-28,EUR,634,Qatar,QAT,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,6950,-1,N/A,0,,,572,572.014,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,586,Pakistan,PAK,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,1100,8,kg,1100,1100,,1621,1621.52,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,682,Saudi Arabia,SAU,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,2960,8,kg,2960,2960,,6520,6520.608,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,608,Philippines,PHL,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,1700,8,kg,1700,1700,,74,74.369,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,422,Lebanon,LBN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,18955000,8,kg,18955000,18955000,,1132212,1132212.644,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,234892584,8,kg,234892584,234892584,,26000654,26000654.281,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,218,Ecuador,ECU,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,4000,8,kg,4000,4000,,790,790.176,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,288,Ghana,GHA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,71,8,kg,71,71,,26,26.561,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,686,Senegal,SEN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,128,8,kg,128,128,,794,794.16,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,12,Algeria,DZA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,2285,8,kg,2285,2285,,83,83.666,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,862,Venezuela,VEN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,174850000,8,kg,174850000,174850000,,20574962,20574962.439,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,834,United Rep. of Tanzania,TZA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,850,8,kg,850,850,,1328,1328.026,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,32,Argentina,ARG,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,2870,8,kg,2870,2870,,4549,4549.817,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,3593,8,kg,3593,3593,,8930,8930.976,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,10055000,8,kg,10055000,10055000,,1114397,1114397.174,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,788,Tunisia,TUN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,2550000,8,kg,2550000,2550000,,299602,299602.69,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,504,Morocco,MAR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,101,8,kg,101,101,,264,264.277,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,5855,8,kg,5855,5855,,5725,5725.121,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,1970,8,kg,1970,1970,,1668,1668.001,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,3681167,8,kg,3681167,3681167,,732636,732636.148,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,804,Ukraine,UKR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,176,8,kg,176,176,,50,50.465,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,4000,8,kg,4000,4000,,638,638.781,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,131014239,8,kg,131014239,131014239,,8959144,8959144.352,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,191,Croatia,HRV,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,61911245,8,kg,61911245,61911245,,3441551,3441551.776,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,490,"Other Asia, nes",S19,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,10000000,8,kg,10000000,10000000,,741228,741228.477,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,174,Comoros,COM,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,500,8,kg,500,500,,4779,4779.566,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,10344,8,kg,10344,10344,,3767,3767.61,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,11309,8,kg,11309,11309,,18296,18296.216,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,203780,8,kg,203780,203780,,83115,83115.842,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,9580,8,kg,9580,9580,,5664,5664.031,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,453066042,8,kg,453066042,453066042,,27417800,27417800.239,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,12427347,8,kg,12427347,12427347,,4403794,4403794.342,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,13,8,kg,13,13,,193,193.892,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,112,Belarus,BLR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,20,8,kg,20,20,,2,2.656,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,96000047,-1,N/A,0,96000047,,6367612,6367612.952,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,579,Norway,NOR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,745,-1,N/A,0,,,62,62.417,,0
H4,2013,2013,2013,6,1,0,M,97,EU-28,EUR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,1209670621,-1,N/A,0,,,101334546,101334546.266,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,958357409,8,kg,958357409,958357409,,82625094,82625094.568,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,31,Azerbaijan,AZE,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,168,8,kg,168,168,,5,5.315,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,862,Venezuela,VEN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,25303000,8,kg,25303000,25303000,,2726314,2726314.941,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,68,Bolivia (Plurinational State of),BOL,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,600,8,kg,600,600,,27,27.905,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,12,Algeria,DZA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,109,8,kg,109,109,,405,405.287,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,364,Iran,IRN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,97,8,kg,97,97,,63,63.783,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,214025552,8,kg,214025552,214025552,,25016952,25016952.266,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,608,Philippines,PHL,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,760,8,kg,760,760,,760,760.08,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,152,Chile,CHL,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,4407,8,kg,4407,4407,,479,479.701,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,32,Argentina,ARG,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,11138,8,kg,11138,11138,,19961,19961.39,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,586,Pakistan,PAK,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,539,8,kg,539,539,,57,57.139,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,3300000,8,kg,3300000,3300000,,388237,388237.2,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,788,Tunisia,TUN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,110,8,kg,110,110,,106,106.305,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,704,Viet Nam,VNM,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,207814000,8,kg,207814000,207814000,,13462778,13462778.582,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,2370,8,kg,2370,2370,,1191,1191.943,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,504,Morocco,MAR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,22600,8,kg,22600,22600,,26363,26363.598,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,3419,8,kg,3419,3419,,8267,8267.858,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,804,Ukraine,UKR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,2926,8,kg,2926,2926,,770,770.71,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,2216297,8,kg,2216297,2216297,,357772,357772.893,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,1090,8,kg,1090,1090,,5614,5614.224,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,422,Lebanon,LBN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,80,8,kg,80,80,,293,293.667,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,82740,8,kg,82740,82740,,31289,31289.498,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,4314,8,kg,4314,4314,,1510,1510.857,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,688,Serbia,SRB,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,24500,8,kg,24500,24500,,3089,3089.484,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,1000,8,kg,1000,1000,,26,26.576,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,123470100,8,kg,123470100,123470100,,13342818,13342818.896,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,643,Russian Federation,RUS,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,4830,8,kg,4830,4830,,1037,1037.801,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,80057,8,kg,80057,80057,,21670,21670.24,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,579,Norway,NOR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,2507648,8,kg,2507648,2507648,,180784,180784.652,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,104810,8,kg,104810,104810,,61998,61998.306,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,367739764,8,kg,367739764,367739764,,22607930,22607930.667,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,11628294,8,kg,11628294,11628294,,4356057,4356057.022,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,112,Belarus,BLR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,30,8,kg,30,30,,107,107.634,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,30,8,kg,30,30,,95,95.674,,0
H4,2014,2014,2014,6,1,0,M,97,EU-28,EUR,554,New Zealand,NZL,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,30,8,kg,30,30,,252,252.474,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,32,Argentina,ARG,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,1250,8,kg,1250,1250,,1836,1836.973,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,608,Philippines,PHL,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,3050,8,kg,3050,3050,,4119,4119.878,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,604,Peru,PER,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,3965,8,kg,3965,3965,,572,572.39,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,255570000,8,kg,255570000,255570000,,28396576,28396576.049,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,218,Ecuador,ECU,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,818,8,kg,818,818,,221,221.857,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,686,Senegal,SEN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,87,8,kg,87,87,,838,838.618,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,12,Algeria,DZA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,75,8,kg,75,75,,1500,1500.86,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,760,Syria,SYR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,2600,8,kg,2600,2600,,3492,3492.024,,0
