Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,894,Zambia,ZMB,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,4500,8,kg,4500,4500,,12233,12233.177,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,36,Australia,AUS,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,2572,8,kg,2572,2572,,827,827.525,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,788,Tunisia,TUN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,3730043,8,kg,3730043,3730043,,459476,459476.265,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,504,Morocco,MAR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,10886,8,kg,10886,10886,,17328,17328.116,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,766,8,kg,766,766,,2242,2242.971,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,704,Viet Nam,VNM,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,219541726,8,kg,219541726,219541726,,12291585,12291585.211,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,484,Mexico,MEX,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,9736,8,kg,9736,9736,,2010,2010.021,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,3204,8,kg,3204,3204,,9546,9546.493,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,437681,8,kg,437681,437681,,463761,463761.426,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,688,Serbia,SRB,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,883,8,kg,883,883,,177,177.485,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,392,Japan,JPN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,862,8,kg,862,862,,144,144.207,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,114475671,8,kg,114475671,114475671,,11807123,11807123.448,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,643,Russian Federation,RUS,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,25000,8,kg,25000,25000,,5925,5925.792,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,15209360,8,kg,15209360,15209360,,1441329,1441329.598,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,579,Norway,NOR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,21779757,8,kg,21779757,21779757,,1040569,1040569.921,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,27,8,kg,27,27,,49,49.918,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,5734,8,kg,5734,5734,,3431,3431.013,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,396571469,8,kg,396571469,396571469,,26937146,26937146.274,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,7248156,8,kg,7248156,7248156,,2314853,2314853.646,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,214,Dominican Rep.,DOM,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,25,8,kg,25,25,,273,273.993,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,15,8,kg,15,15,,86,86.524,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,398,Kazakhstan,KAZ,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,8,8,kg,8,8,,178,178.595,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,364,Iran,IRN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,6,8,kg,6,6,,33,33.279,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,6,8,kg,6,6,,93,93.18,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,192,Cuba,CUB,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,4,8,kg,4,4,,56,56.573,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,2378397,-1,N/A,0,2378397,,358764,358764.428,,0
H4,2015,2015,2015,6,1,0,M,97,EU-28,EUR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,1037018339,-1,N/A,0,1037018339,,85578407,85578407.727,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,84809985,8,kg,84799820,84809985,0,7553956,7553956.487,,6
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,749877903,8,kg,749867738,749877903,0,64328200,64328200.356,,6
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,0,World,W00,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,749877903,8,kg,749867738,749877903,0,64328200,64328200.356,,6
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,842,USA,USA,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,84809985,8,kg,84799820,84809985,0,7553956,7553956.487,,6
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,404,Kenya,KEN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,7499,8,kg,7499,7499,0,1162,1162.987,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,586,Pakistan,PAK,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,739,8,kg,739,739,0,2460,2460.973,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,170,Colombia,COL,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,268150000,8,kg,268150000,268150000,0,26656167,26656167.472,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,608,Philippines,PHL,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,4928,8,kg,4928,4928,0,5144,5144.364,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,8,Albania,ALB,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,32,8,kg,32,32,0,258,258.933,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,398,Kazakhstan,KAZ,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,10610,8,kg,10610,10610,0,1174,1174.052,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,422,Lebanon,LBN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,11070,8,kg,11070,11070,0,1224,1224.954,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,498,Rep. of Moldova,MDA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,120,8,kg,120,120,0,65,65.287,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,800,Uganda,UGA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,18310,8,kg,18310,18310,0,2026,2026.098,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,32,Argentina,ARG,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,17,8,kg,17,17,0,473,473.605,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,364,Iran,IRN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,20,8,kg,20,20,0,162,162.663,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,70,Bosnia Herzegovina,BIH,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,5775,8,kg,5775,5775,0,652,652.866,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,788,Tunisia,TUN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,23,8,kg,23,23,0,431,431.556,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,818,Egypt,EGY,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,162,8,kg,162,162,0,5303,5303.707,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,504,Morocco,MAR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,6022139,8,kg,6022139,6022139,0,345785,345785.562,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,704,Viet Nam,VNM,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,181013370,8,kg,181013370,181013370,0,10700379,10700379.478,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,784,United Arab Emirates,ARE,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,10000,8,kg,10000,10000,0,788,788.972,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,360,Indonesia,IDN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,8152,8,kg,8152,8152,0,3131,3131.544,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,410,Rep. of Korea,KOR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,136500,8,kg,136500,136500,0,16889,16889.315,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,376,Israel,ISR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,15,8,kg,15,15,0,144,144.958,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,76,Brazil,BRA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,3,8,kg,3,3,0,49,49.795,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,710,South Africa,ZAF,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,1100038,8,kg,1100038,1100038,0,163485,163485.423,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,124,Canada,CAN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,503693,8,kg,503693,503693,0,498461,498461.071,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,764,Thailand,THA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,16,8,kg,16,16,0,88,88.524,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,643,Russian Federation,RUS,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,64,8,kg,64,64,0,329,329.753,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,792,Turkey,TUR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,170500610,8,kg,170500610,170500610,0,13481627,13481627.889,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,156,China,CHN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,9984267,8,kg,9984267,9984267,0,3239866,3239866.944,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,404,Kenya,KEN,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,7499,8,kg,7499,7499,0,1162,1162.987,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,586,Pakistan,PAK,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,739,8,kg,739,739,0,2460,2460.973,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,70,Bosnia Herzegovina,BIH,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,5775,8,kg,5775,5775,0,652,652.866,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,498,Rep. of Moldova,MDA,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,120,8,kg,120,120,0,65,65.287,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,8,Albania,ALB,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,32,8,kg,32,32,0,258,258.933,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,800,Uganda,UGA,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,18310,8,kg,18310,18310,0,2026,2026.098,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,422,Lebanon,LBN,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,11070,8,kg,11070,11070,0,1224,1224.954,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,364,Iran,IRN,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,20,8,kg,20,20,0,162,162.663,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,608,Philippines,PHL,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,4928,8,kg,4928,4928,0,5144,5144.364,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,32,Argentina,ARG,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,17,8,kg,17,17,0,473,473.605,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,398,Kazakhstan,KAZ,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,10610,8,kg,10610,10610,0,1174,1174.052,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,788,Tunisia,TUN,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,23,8,kg,23,23,0,431,431.556,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,170,Colombia,COL,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,268150000,8,kg,268150000,268150000,0,26656167,26656167.472,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,784,United Arab Emirates,ARE,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,10000,8,kg,10000,10000,0,788,788.972,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,504,Morocco,MAR,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,6022139,8,kg,6022139,6022139,0,345785,345785.562,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,818,Egypt,EGY,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,162,8,kg,162,162,0,5303,5303.707,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,704,Viet Nam,VNM,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,181013370,8,kg,181013370,181013370,0,10700379,10700379.478,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,360,Indonesia,IDN,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,8152,8,kg,8152,8152,0,3131,3131.544,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,376,Israel,ISR,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,15,8,kg,15,15,0,144,144.958,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,710,South Africa,ZAF,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,1100038,8,kg,1100038,1100038,0,163485,163485.423,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,410,Rep. of Korea,KOR,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,136500,8,kg,136500,136500,0,16889,16889.315,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,764,Thailand,THA,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,16,8,kg,16,16,0,88,88.524,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,124,Canada,CAN,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,503693,8,kg,503693,503693,0,498461,498461.071,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,76,Brazil,BRA,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,3,8,kg,3,3,0,49,49.795,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,643,Russian Federation,RUS,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,64,8,kg,64,64,0,329,329.753,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,792,Turkey,TUR,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,170500610,8,kg,170500610,170500610,0,13481627,13481627.889,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,156,China,CHN,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,9984267,8,kg,9984267,9984267,0,3239866,3239866.944,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,757,Switzerland,CHE,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,4452409,8,kg,4452409,4452409,0,436542,436542.806,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,757,Switzerland,CHE,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,4452409,8,kg,4452409,4452409,0,436542,436542.806,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,579,Norway,NOR,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,23117822,8,kg,23117822,23117822,0,1201580,1201580.181,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,579,Norway,NOR,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,23117822,8,kg,23117822,23117822,0,1201580,1201580.181,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,699,India,IND,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,9515,8,kg,9515,9515,0,8382,8382.137,,0
H4,2016,2016,2016,6,1,0,M,97,EU-28,EUR,699,India,IND,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,9515,8,kg,9515,9515,0,8382,8382.137,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,512,Oman,OMN,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),-1,N/A,0,8,kg,1,,0,62,62.049,,6
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,0,World,W00,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),-1,N/A,0,8,kg,1053435778,,0,76851506,76851506.933,,6
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,508,Mozambique,MOZ,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),-1,N/A,0,8,kg,10,,0,499,499.779,,6
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,0,World,W00,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),-1,N/A,0,8,kg,1053435778,,0,76851506,76851506.933,,6
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,508,Mozambique,MOZ,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),-1,N/A,0,8,kg,10,,0,499,499.779,,6
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,512,Oman,OMN,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),-1,N/A,0,8,kg,1,,0,62,62.049,,6
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,842,USA,USA,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,85689948,8,kg,85685993,85689948,0,7456274,7456274.687,,6
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,842,USA,USA,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,85689948,8,kg,85685993,85689948,0,7456274,7456274.687,,6
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,702,Singapore,SGP,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,8038,8,kg,102,8038,0,724,724.285,,6
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,702,Singapore,SGP,0,World,W00,C00,All CPCs,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,8038,8,kg,102,8038,0,724,724.285,,6
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,694,Sierra Leone,SLE,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,59,8,kg,59,59,0,185,185.02,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,591,Panama,PAN,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,20,8,kg,20,20,0,245,245.941,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,422,Lebanon,LBN,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,12850000,8,kg,12850000,12850000,0,704747,704747.442,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,858,Uruguay,URY,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,430,8,kg,430,430,0,1356,1356.06,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,414,Kuwait,KWT,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,14,8,kg,14,14,0,11,11.282,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,862,Venezuela,VEN,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,50653300,8,kg,50653300,50653300,0,4371632,4371632.492,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,682,Saudi Arabia,SAU,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,6800,8,kg,6800,6800,0,767,767.156,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,368,Iraq,IRQ,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,950,8,kg,950,950,0,740,740.079,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,364,Iran,IRN,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,6,8,kg,6,6,0,1,1.128,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,400,Jordan,JOR,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,4625,8,kg,4625,4625,0,2063,2063.423,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,192,Cuba,CUB,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,19,8,kg,19,19,0,82,82.356,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,404,Kenya,KEN,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,2000,8,kg,2000,2000,0,3912,3912.493,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,170,Colombia,COL,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,179696860,8,kg,179696860,179696860,0,18298834,18298834.874,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,144,Sri Lanka,LKA,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,13709,8,kg,13709,13709,0,1701,1701.28,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,12,Algeria,DZA,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,60,8,kg,60,60,0,1359,1359.445,,0
H5,2017,2017,2017,6,1,0,M,97,EU-28,EUR,608,Philippines,PHL,0,World,W00,C01,Clearance for home use,0,All MOTs,252310,Cement clinkers (whether or not coloured),8,kg,14,8,kg,14,14,0,126,126.355,,0
